"","Year","Month","Day","air_temp_5m","rain"
"675",2004,1,28,-20.3347826086957,NA
"676",2005,1,28,-30.1416666666667,0
"677",2006,1,28,-25.9375,NA
"678",2007,1,28,-4.88333333333333,0
"679",2008,1,28,-18.1166666666667,0.04
"680",2009,1,28,-32.2220833333333,0.18
"681",2010,1,28,-31.1320833333333,NA
"682",2011,1,28,-11.958,NA
"683",2012,1,28,-35.4120833333333,NA
"684",2013,1,28,-31.4858333333333,NA
"685",2014,1,28,-2.12175,0
"686",2015,1,28,-25.2291666666667,0
"687",2016,1,28,-14.4529166666667,0
"688",2017,1,28,-10.6054583333333,NA
"689",2018,1,28,-13.9691666666667,2.7
"690",2019,1,28,-5.64875,0
"691",2020,1,28,-40.5125,0
"692",2021,1,28,-32.0075,0
"693",2022,1,28,-32.53,0
"694",1989,1,29,-33.4291666666667,NA
"695",1990,1,29,-35.7833333333333,NA
"696",1992,1,29,-37.3,NA
"697",1993,1,29,NA,NA
"698",1994,1,29,-6.20416666666667,NA
"699",1995,1,29,-34.0333333333333,NA
"700",1996,1,29,-4.65,NA
"701",1997,1,29,-28.625,NA
"702",1998,1,29,-28.6,NA
"703",1999,1,29,-34.9375,0
"704",2000,1,29,-23.2666666666667,0
"705",2001,1,29,-15.3541666666667,NA
"706",2002,1,29,-30.5166666666667,0
"707",2003,1,29,-20.05,0
"708",2004,1,29,-25.5913043478261,NA
"709",2005,1,29,-20.0333333333333,0
"710",2006,1,29,-25.2708333333333,NA
"711",2007,1,29,-8.53333333333333,0
"712",2008,1,29,-18.2166666666667,0.21
"713",2009,1,29,-34.8066666666667,0
"714",2010,1,29,-12.6700416666667,NA
"715",2011,1,29,-4.84979166666667,NA
"716",2012,1,29,-31.7925,NA
"717",2013,1,29,-32.43625,NA
"718",2014,1,29,-5.789,0
"719",2015,1,29,-24.5295833333333,0
"720",2016,1,29,-8.69504166666667,0
"721",2017,1,29,-12.56325,NA
"722",2018,1,29,-14.0129166666667,2.1
"723",2019,1,29,-22.6704166666667,0.2
"724",2020,1,29,-40.3416666666667,0
"725",2021,1,29,-37.63875,0
"726",2022,1,29,-28.92875,0
"727",1989,1,3,-17.3833333333333,NA
"728",1990,1,3,-28.1666666666667,NA
"729",1992,1,3,-25.8125,NA
"730",1993,1,3,-15,NA
"731",1994,1,3,-16.2458333333333,NA
"732",1995,1,3,-12.5,NA
"733",1996,1,3,-3.69583333333333,NA
"734",1997,1,3,-37.9791666666667,NA
"735",1998,1,3,-31.4333333333333,NA
"736",1999,1,3,-19.2833333333333,0.254
"737",2000,1,3,-33.7375,0
"738",2001,1,3,-1,NA
"739",2002,1,3,-29.6375,0
"740",2003,1,3,-28.0166666666667,0
"741",2004,1,3,-10.5291666666667,0
"742",2005,1,3,-1.47916666666667,0
"743",2006,1,3,-28.9041666666667,NA
"744",2007,1,3,-35.7125,0
"745",2008,1,3,-27.8916666666667,0.36
"746",2009,1,3,-34.8575,0
"747",2010,1,3,-20.8116666666667,0.06
"748",2011,1,3,-1.02095833333333,NA
"749",2012,1,3,-32.7041666666667,NA
"750",2013,1,3,-6.42095833333333,NA
"751",2014,1,3,-8.87166666666667,0.1
"752",2015,1,3,-10.2408333333333,0
"753",2016,1,3,-2.706875,0
"754",2017,1,3,-5.077125,NA
"755",2018,1,3,-4.3365,0
"756",2019,1,3,-18.5958333333333,0.7
"757",2020,1,3,-37.8125,0
"758",2021,1,3,-36.4295833333333,0
"759",2022,1,3,-31.8445833333333,0
"760",1989,1,30,-34.3458333333333,NA
"761",1990,1,30,-28.2916666666667,NA
"762",1992,1,30,-35.9791666666667,NA
"763",1993,1,30,NA,NA
"764",1994,1,30,-8.22083333333333,NA
"765",1995,1,30,-37.5583333333333,NA
"766",1996,1,30,-8.525,NA
"767",1997,1,30,-27.7583333333333,NA
"768",1998,1,30,-27.6458333333333,NA
"769",1999,1,30,-41.9125,0
"770",2000,1,30,-23.2666666666667,0
"771",2001,1,30,-22.7375,NA
"772",2002,1,30,-29.3458333333333,0
"773",2003,1,30,-19.5375,0
"774",2004,1,30,-30.5434782608696,NA
"775",2005,1,30,-19.875,0
"776",2006,1,30,-33.8041666666667,NA
"777",2007,1,30,-13.2,4.98
"778",2008,1,30,-21.7541666666667,0
"779",2009,1,30,-31.3708333333333,0
"780",2010,1,30,-7.29225,NA
"781",2011,1,30,-6.68283333333333,NA
"782",2012,1,30,-37.1891666666667,NA
"783",2013,1,30,-28.345,NA
"784",2014,1,30,-8.018875,0
"785",2015,1,30,-12.04325,0
"786",2016,1,30,-10.4373333333333,0.8
"787",2017,1,30,-9.34058333333333,0.7
"788",2018,1,30,-22.8083333333333,0.6
"789",2019,1,30,-24.5795833333333,0
"790",2020,1,30,-39.0125,0.4
"791",2021,1,30,-34.69,0
"792",2022,1,30,-24.6145833333333,0
"793",1989,1,31,-24.5,NA
"794",1990,1,31,-22.1125,NA
"795",1992,1,31,-37.9583333333333,NA
"796",1993,1,31,NA,NA
"797",1994,1,31,-4.72083333333333,NA
"798",1995,1,31,-36.5666666666667,NA
"799",1996,1,31,-13.3708333333333,NA
"800",1997,1,31,-10.4,NA
"801",1998,1,31,-24.8541666666667,NA
"802",1999,1,31,-41.2666666666667,0
"803",2000,1,31,-28.8375,0
"804",2001,1,31,-32.1791666666667,NA
"805",2002,1,31,-28.1166666666667,0
"806",2003,1,31,-28.5333333333333,0
"807",2004,1,31,-30.7260869565217,NA
"808",2005,1,31,-29.3291666666667,0
"809",2006,1,31,-36.0875,NA
"810",2007,1,31,-0.2125,0.82
"811",2008,1,31,-21.4291666666667,0.18
"812",2009,1,31,-31.5041666666667,0
"813",2010,1,31,-15.7120833333333,NA
"814",2011,1,31,-6.70670833333333,NA
"815",2012,1,31,-38.2525,NA
"816",2013,1,31,-28.5995833333333,NA
"817",2014,1,31,-9.57291666666667,0
"818",2015,1,31,-11.735875,1.7
"819",2016,1,31,-9.59395833333333,0
"820",2017,1,31,-6.24758333333333,0.8
"821",2018,1,31,-24.0079166666667,0
"822",2019,1,31,-23.2625,0
"823",2020,1,31,-38.225,0
"824",2021,1,31,-37.9708333333333,0
"825",2022,1,31,-23.6666666666667,0
"826",1989,1,4,-16.6916666666667,NA
"827",1990,1,4,-36.6666666666667,NA
"828",1992,1,4,-19.9291666666667,NA
"829",1993,1,4,-7.425,NA
"830",1994,1,4,-15.425,NA
"831",1995,1,4,-8.54583333333333,NA
"832",1996,1,4,-7.48333333333333,NA
"833",1997,1,4,-33.3791666666667,NA
"834",1998,1,4,-23.9375,NA
"835",1999,1,4,-22.6833333333333,0
"836",2000,1,4,-34.5458333333333,0
"837",2001,1,4,-1,NA
"838",2002,1,4,-38.4375,0
"839",2003,1,4,-28,0
"840",2004,1,4,-8.475,0
"841",2005,1,4,-8.37916666666667,0
"842",2006,1,4,-21.1791666666667,NA
"843",2007,1,4,-34.425,0.09
"844",2008,1,4,-34.2291666666667,0
"845",2009,1,4,-29.7825,0.09
"846",2010,1,4,-24.5916666666667,NA
"847",2011,1,4,-8.15083333333333,NA
"848",2012,1,4,-33.4870833333333,NA
"849",2013,1,4,-8.08033333333333,NA
"850",2014,1,4,-11.8291666666667,0
"851",2015,1,4,-17.3875,0
"852",2016,1,4,-3.52420833333333,0
"853",2017,1,4,-12.4829166666667,NA
"854",2018,1,4,-7.24979166666667,0.2
"855",2019,1,4,-23.9391666666667,0
"856",2020,1,4,-40.9208333333333,0
"857",2021,1,4,-37.68375,0
"858",2022,1,4,-21.8029166666667,0
"859",1989,1,5,-9.40833333333333,NA
"860",1990,1,5,-38.9083333333333,NA
"861",1992,1,5,-17.025,NA
"862",1993,1,5,-4.17083333333333,NA
"863",1994,1,5,-25.7583333333333,NA
"864",1995,1,5,-1.01666666666667,NA
"865",1996,1,5,-18.5541666666667,NA
"866",1997,1,5,-38.3541666666667,NA
"867",1998,1,5,-22.2791666666667,NA
"868",1999,1,5,-23.0916666666667,0.254
"869",2000,1,5,-33.95,0
"870",2001,1,5,-1,NA
"871",2002,1,5,-34.5833333333333,0
"872",2003,1,5,-27.8041666666667,1.524
"873",2004,1,5,-14.0791666666667,0
"874",2005,1,5,-11.3666666666667,0
"875",2006,1,5,-22.0541666666667,NA
"876",2007,1,5,-31.5708333333333,0.66
"877",2008,1,5,-31.5916666666667,0.45
"878",2009,1,5,-35.6820833333333,0
"879",2010,1,5,-21.745,NA
"880",2011,1,5,-10.336,NA
"881",2012,1,5,-26.98875,NA
"882",2013,1,5,-10.8794583333333,NA
"883",2014,1,5,-9.76083333333333,0
"884",2015,1,5,-20.3604166666667,0
"885",2016,1,5,-1.20845833333333,0
"886",2017,1,5,-20.354,NA
"887",2018,1,5,-16.6625,0.3
"888",2019,1,5,-27.7508333333333,0
"889",2020,1,5,-41.5708333333333,0
"890",2021,1,5,-33.7345833333333,0
"891",2022,1,5,-12.1875,0
"892",1989,1,6,-4.51666666666667,NA
"893",1990,1,6,-39.1083333333333,NA
"894",1992,1,6,-20.8791666666667,NA
"895",1993,1,6,-5.11666666666667,NA
"896",1994,1,6,-33.5375,NA
"897",1995,1,6,-7.71666666666667,NA
"898",1996,1,6,-29.4333333333333,NA
"899",1997,1,6,-39.1583333333333,NA
"900",1998,1,6,-31.55,NA
"901",1999,1,6,-23.9958333333333,0
"902",2000,1,6,-35.8791666666667,0
"903",2001,1,6,-1,NA
"904",2002,1,6,-29.0375,0
"905",2003,1,6,-32.8416666666667,0.762
"906",2004,1,6,-26.8541666666667,0
"907",2005,1,6,-6.35,9.144
"908",2006,1,6,-26.4916666666667,NA
"909",2007,1,6,-36.6666666666667,0.03
"910",2008,1,6,-32.3,0.78
"911",2009,1,6,-34.7345833333333,0
"912",2010,1,6,-24.4570833333333,NA
"913",2011,1,6,-10.0320416666667,NA
"914",2012,1,6,-24.2891666666667,NA
"915",2013,1,6,-25.7516666666667,NA
"916",2014,1,6,-11.0166666666667,0.2
"917",2015,1,6,-16.2329166666667,0
"918",2016,1,6,-5.31629166666667,0
"919",2017,1,6,-20.13,NA
"920",2018,1,6,-25.4279166666667,0
"921",2019,1,6,-31.5195833333333,0
"922",2020,1,6,-36.0125,0
"923",2021,1,6,-18.2304166666667,1.2
"924",2022,1,6,-21.1941666666667,0
"925",1989,1,7,-10.6166666666667,NA
"926",1990,1,7,-36.8458333333333,NA
"927",1992,1,7,-8.89583333333333,NA
"928",1993,1,7,-5.29166666666667,NA
"929",1994,1,7,-32.6083333333333,NA
"930",1995,1,7,-12.5833333333333,NA
"931",1996,1,7,-40.1458333333333,NA
"932",1997,1,7,-32.6041666666667,NA
"933",1998,1,7,-31.55,NA
"934",1999,1,7,-27.8166666666667,0.254
"935",2000,1,7,-31.4125,0
"936",2001,1,7,-2.425,NA
"937",2002,1,7,-27.8208333333333,0
"938",2003,1,7,-35.7625,0
"939",2004,1,7,-30.0291666666667,0
"940",2005,1,7,-1.80833333333333,2.032
"941",2006,1,7,-33.9208333333333,NA
"942",2007,1,7,-34.5041666666667,0.06
"943",2008,1,7,-36.3541666666667,0.78
"944",2009,1,7,-34.1091666666667,0
"945",2010,1,7,-24.8895833333333,NA
"946",2011,1,7,-18.0033333333333,NA
"947",2012,1,7,-35.4845833333333,NA
"948",2013,1,7,-30.35,NA
"949",2014,1,7,-21.7358333333333,2.2
"950",2015,1,7,-16.1135416666667,0
"951",2016,1,7,-13.702125,0.1
"952",2017,1,7,-11.6945833333333,NA
"953",2018,1,7,-25.71625,0
"954",2019,1,7,-28.4454166666667,0
"955",2020,1,7,-31.5125,0
"956",2021,1,7,-7.35883333333333,0.7
"957",2022,1,7,-30.77875,0
"958",1989,1,8,-13.7666666666667,NA
"959",1990,1,8,-33.3875,NA
"960",1992,1,8,-11.5708333333333,NA
"961",1993,1,8,-5.72916666666667,NA
"962",1994,1,8,-37.6083333333333,NA
"963",1995,1,8,-10.2875,NA
"964",1996,1,8,-37.6125,NA
"965",1997,1,8,-28.5333333333333,NA
"966",1998,1,8,-22.6083333333333,NA
"967",1999,1,8,-33.4708333333333,0
"968",2000,1,8,-27.9166666666667,0
"969",2001,1,8,-30.0458333333333,NA
"970",2002,1,8,-19.8375,1.27
"971",2003,1,8,-21.5208333333333,3.302
"972",2004,1,8,-36.5125,0
"973",2005,1,8,-7.05,3.048
"974",2006,1,8,-35.5083333333333,NA
"975",2007,1,8,-32.5416666666667,0
"976",2008,1,8,-34.5458333333333,0.42
"977",2009,1,8,-32.0066666666667,0
"978",2010,1,8,-36.615,NA
"979",2011,1,8,-9.14654166666667,NA
"980",2012,1,8,-31.8433333333333,NA
"981",2013,1,8,-29.9983333333333,NA
"982",2014,1,8,-27.6341666666667,0
"983",2015,1,8,-4.27604166666667,0
"984",2016,1,8,-18.4679166666667,0
"985",2017,1,8,-10.0508333333333,NA
"986",2018,1,8,-19.6254166666667,0.1
"987",2019,1,8,-30.6629166666667,0
"988",2020,1,8,-27.7541666666667,0
"989",2021,1,8,-5.4865,0
"990",2022,1,8,-36.9945833333333,0
"991",1989,1,9,-15.3875,NA
"992",1990,1,9,-34.2458333333333,NA
"993",1992,1,9,-12.6125,NA
"994",1993,1,9,-9.29166666666667,NA
"995",1994,1,9,-34.3583333333333,NA
"996",1995,1,9,-20.5458333333333,NA
"997",1996,1,9,-39.2458333333333,NA
"998",1997,1,9,-19.4958333333333,NA
"999",1998,1,9,-12.8583333333333,NA
"1000",1999,1,9,-25.9041666666667,0.254
"1001",2000,1,9,-29.2416666666667,0
"1002",2001,1,9,-25.9333333333333,NA
"1003",2002,1,9,-6.32083333333333,3.302
"1004",2003,1,9,-5.84166666666667,2.794
"1005",2004,1,9,-36.5916666666667,0
"1006",2005,1,9,-27.1666666666667,0
"1007",2006,1,9,-30.8458333333333,NA
"1008",2007,1,9,-23.675,0.03
"1009",2008,1,9,-34.4291666666667,0.48
"1010",2009,1,9,-29.6491666666667,0
"1011",2010,1,9,-39.2583333333333,NA
"1012",2011,1,9,-1.55575,NA
"1013",2012,1,9,-28.1129166666667,NA
"1014",2013,1,9,-24.7654166666667,NA
"1015",2014,1,9,-36.5133333333333,0.1
"1016",2015,1,9,-1.06804166666667,0.5
"1017",2016,1,9,-20.8929166666667,0
"1018",2017,1,9,-9.91095833333333,NA
"1019",2018,1,9,-14.9591666666667,0.1
"1020",2019,1,9,-37.0783333333333,0
"1021",2020,1,9,-24.3,0.1
"1022",2021,1,9,-13.0454166666667,0
"1023",2022,1,9,-39.3929166666667,0
"1024",1988,10,1,-2.6375,NA
"1025",1989,10,1,2.47916666666667,NA
"1026",1991,10,1,1.94583333333333,0
"1027",1992,10,1,-18.6125,NA
"1028",1993,10,1,0.158333333333333,0
"1029",1994,10,1,-13.4333333333333,NA
"1030",1995,10,1,-6.33333333333333,NA
"1031",1996,10,1,-13.5291666666667,NA
"1032",1997,10,1,-1.95,0
"1033",1998,10,1,-5.55833333333333,0
"1034",1999,10,1,-4.64879166666667,0.762
"1035",2000,10,1,-9.65,3.048
"1036",2001,10,1,-7.40416666666667,0
"1037",2002,10,1,-0.166666666666667,0
"1038",2003,10,1,10.075,2.032
"1039",2004,10,1,-10.4083333333333,0
"1040",2005,10,1,-9.475,1.27
"1041",2006,10,1,-0.65,0.06
"1042",2007,10,1,-3.99166666666667,0
"1043",2008,10,1,-8.25,NA
"1044",2009,10,1,-16.4095833333333,0
"1045",2010,10,1,-10.038375,0
"1046",2011,10,1,-8.329875,0
"1047",2012,10,1,-2.89075,NA
"1048",2013,10,1,-12.7445833333333,0
"1049",2014,10,1,-1.45808333333333,7.3
"1050",2015,10,1,-7.07016666666667,2.1
"1051",2016,10,1,3.511625,0
"1052",2017,10,1,1.279625,1
"1053",2018,10,1,7.60675,0
"1054",2019,10,1,-1.01441666666667,0.1
"1055",2020,10,1,3.18333333333333,1.9
"1056",2021,10,1,-8.55979166666667,5.3
"1057",2022,10,1,-6.76316666666667,0
"1058",1988,10,10,-16.1041666666667,NA
"1059",1989,10,10,-8.07916666666667,NA
"1060",1991,10,10,-12.7791666666667,0
"1061",1992,10,10,-11.8166666666667,NA
"1062",1993,10,10,3.60833333333333,0
"1063",1994,10,10,-11.8333333333333,NA
"1064",1995,10,10,-7.64583333333333,NA
"1065",1996,10,10,-18.4083333333333,NA
"1066",1997,10,10,-7.45,0
"1067",1998,10,10,-0.991666666666667,0.254
"1068",1999,10,10,-8.7475,0
"1069",2000,10,10,-8.75416666666667,0
"1070",2001,10,10,-15.6041666666667,1.016
"1071",2002,10,10,-14.8958333333333,0
"1072",2003,10,10,-0.704166666666667,0
"1073",2004,10,10,-13.3708333333333,0
"1074",2005,10,10,-14.6125,0
"1075",2006,10,10,5.9125,4.95
"1076",2007,10,10,-10.2291666666667,0.09
"1077",2008,10,10,-15.6041666666667,NA
"1078",2009,10,10,4.738375,0
"1079",2010,10,10,-15.03625,0.1
"1080",2011,10,10,-8.82591666666667,0
"1081",2012,10,10,-11.1458333333333,NA
"1082",2013,10,10,-6.62041666666667,0.5
"1083",2014,10,10,-10.9475,2.5
"1084",2015,10,10,-13.4826666666667,0
"1085",2016,10,10,-0.587333333333333,0
"1086",2017,10,10,-2.79125,0.5
"1087",2018,10,10,-3.10883333333333,0.2
"1088",2019,10,10,-3.98616666666667,1.2
"1089",2020,10,10,-11.8541666666667,0.1
"1090",2021,10,10,-7.340375,0
"1091",2022,10,10,-8.06895833333333,0
"1092",1988,10,11,-20.1458333333333,NA
"1093",1989,10,11,-9.47083333333333,NA
"1094",1991,10,11,-7.825,0
"1095",1992,10,11,-9.94583333333333,NA
"1096",1993,10,11,-2.9625,0
"1097",1994,10,11,-8.94166666666667,NA
"1098",1995,10,11,-10.8333333333333,NA
"1099",1996,10,11,-13.6083333333333,NA
"1100",1997,10,11,-10.7,0
"1101",1998,10,11,-0.7375,0
"1102",1999,10,11,-11.27875,1.016
"1103",2000,10,11,-13.2458333333333,0
"1104",2001,10,11,-16.5416666666667,0
"1105",2002,10,11,-11.3291666666667,0
"1106",2003,10,11,-1.37083333333333,0
"1107",2004,10,11,-15.7083333333333,0
"1108",2005,10,11,-6.25416666666667,0
"1109",2006,10,11,1.025,0.18
"1110",2007,10,11,-12.1208333333333,0.12
"1111",2008,10,11,-12.0291666666667,NA
"1112",2009,10,11,3.342125,0
"1113",2010,10,11,-14.4504166666667,0.4
"1114",2011,10,11,-11.4316666666667,0
"1115",2012,10,11,-9.12533333333333,NA
"1116",2013,10,11,-0.385416666666667,0
"1117",2014,10,11,-11.3454166666667,2.9
"1118",2015,10,11,-3.87570833333333,0
"1119",2016,10,11,2.26445833333333,0
"1120",2017,10,11,-3.50691666666667,3.1
"1121",2018,10,11,-1.93966666666667,0.5
"1122",2019,10,11,-6.980625,0.8
"1123",2020,10,11,-15.0291666666667,0.2
"1124",2021,10,11,-8.39070833333333,0.2
"1125",2022,10,11,-9.14991666666667,0
"1126",1988,10,12,-17.3166666666667,NA
"1127",1989,10,12,-10.3,NA
"1128",1991,10,12,-3.3,0
"1129",1992,10,12,-9.7625,NA
"1130",1993,10,12,-8.65,0
"1131",1994,10,12,-6.24583333333333,NA
"1132",1995,10,12,-15.125,NA
"1133",1996,10,12,-18.1,NA
"1134",1997,10,12,-16.0916666666667,0
"1135",1998,10,12,-1.5375,0
"1136",1999,10,12,-13.54625,0.254
"1137",2000,10,12,-5.59166666666667,0
"1138",2001,10,12,-18.0916666666667,0
"1139",2002,10,12,-10.7208333333333,0
"1140",2003,10,12,-6.40833333333333,0
"1141",2004,10,12,-20.6041666666667,0
"1142",2005,10,12,-10.3583333333333,0
"1143",2006,10,12,-5.725,1.46
"1144",2007,10,12,-12.1791666666667,0.15
"1145",2008,10,12,-9.975,NA
"1146",2009,10,12,1.78829166666667,0
"1147",2010,10,12,-15.5754166666667,0
"1148",2011,10,12,-9.93666666666667,0
"1149",2012,10,12,-8.593125,NA
"1150",2013,10,12,-0.184916666666667,0
"1151",2014,10,12,-10.68,1.5
"1152",2015,10,12,-7.49195833333333,0
"1153",2016,10,12,2.94375,0
"1154",2017,10,12,-3.675625,0
"1155",2018,10,12,-0.113083333333333,0
"1156",2019,10,12,-8.326375,1.7
"1157",2020,10,12,-14.35,0
"1158",2021,10,12,-11.6901666666667,0
"1159",2022,10,12,-10.9149166666667,0
"1160",1988,10,13,-16.2708333333333,NA
"1161",1989,10,13,-12.075,NA
"1162",1991,10,13,-6.92083333333333,0
"1163",1992,10,13,-12.3208333333333,NA
"1164",1993,10,13,-4.4875,0.508
"1165",1994,10,13,-9.23333333333333,NA
"1166",1995,10,13,-13.5541666666667,NA
"1167",1996,10,13,-17.575,NA
"1168",1997,10,13,-23.15,0
"1169",1998,10,13,-6.67916666666667,0
"1170",1999,10,13,-13.7775,0
"1171",2000,10,13,-2.99166666666667,0.254
"1172",2001,10,13,-15.0625,0.254
"1173",2002,10,13,-15.7041666666667,0
"1174",2003,10,13,-8.74583333333333,0
"1175",2004,10,13,-13.3625,0
"1176",2005,10,13,-7.37916666666667,0
"1177",2006,10,13,-10.1625,0
"1178",2007,10,13,-18.5458333333333,0
"1179",2008,10,13,-13.7041666666667,NA
"1180",2009,10,13,0.863666666666667,0.09
"1181",2010,10,13,-11.7461666666667,0
"1182",2011,10,13,-3.670875,0
"1183",2012,10,13,-11.8833333333333,NA
"1184",2013,10,13,1.900375,0
"1185",2014,10,13,-9.50141666666667,0.9
"1186",2015,10,13,-6.07508333333333,0.1
"1187",2016,10,13,-6.09091666666667,0
"1188",2017,10,13,-1.72270833333333,9.6
"1189",2018,10,13,-0.120333333333333,4.4
"1190",2019,10,13,-9.50879166666667,1.2
"1191",2020,10,13,-16.9333333333333,0
"1192",2021,10,13,-12.1279166666667,0.1
"1193",2022,10,13,-10.0787083333333,0
"1194",1988,10,14,-11.2875,NA
"1195",1989,10,14,-4.06666666666667,NA
"1196",1991,10,14,-8.95,0
"1197",1992,10,14,-9.125,NA
"1198",1993,10,14,1.81666666666667,0.508
"1199",1994,10,14,-12.4708333333333,NA
"1200",1995,10,14,-10.9291666666667,NA
"1201",1996,10,14,-19.8208333333333,NA
"1202",1997,10,14,-20.6,0
"1203",1998,10,14,-5.27916666666667,0
"1204",1999,10,14,-16.6470833333333,0
"1205",2000,10,14,-11.9333333333333,0
"1206",2001,10,14,-12.2833333333333,0.254
"1207",2002,10,14,-15.9666666666667,0
"1208",2003,10,14,-8.37083333333333,0
"1209",2004,10,14,-5.95833333333333,0.508
"1210",2005,10,14,-11.6875,0
"1211",2006,10,14,-2.67916666666667,0
"1212",2007,10,14,-12.0333333333333,0
"1213",2008,10,14,-17.5166666666667,NA
"1214",2009,10,14,-0.333625,0.42
"1215",2010,10,14,-14.3495833333333,0
"1216",2011,10,14,-5.432125,0
"1217",2012,10,14,-15.8379166666667,NA
"1218",2013,10,14,1.05941666666667,0.1
"1219",2014,10,14,-11.9865833333333,0
"1220",2015,10,14,-6.59408333333333,0.5
"1221",2016,10,14,-12.6325416666667,0
"1222",2017,10,14,-5.43183333333333,6.5
"1223",2018,10,14,-4.52641666666667,8
"1224",2019,10,14,-10.836875,0
"1225",2020,10,14,-14.4708333333333,1.1
"1226",2021,10,14,-17.90625,0
"1227",2022,10,14,-10.1309583333333,0
"1228",1988,10,15,-13.5458333333333,NA
"1229",1989,10,15,-3.87083333333333,NA
"1230",1991,10,15,-12.6166666666667,0
"1231",1992,10,15,-11.575,NA
"1232",1993,10,15,-0.145833333333333,0
"1233",1994,10,15,-17.3333333333333,NA
"1234",1995,10,15,-12.95,NA
"1235",1996,10,15,-20.4333333333333,NA
"1236",1997,10,15,-20.4625,0
"1237",1998,10,15,-5.79166666666667,0
"1238",1999,10,15,-24.5420833333333,0
"1239",2000,10,15,-17.5916666666667,0
"1240",2001,10,15,-16.3958333333333,0
"1241",2002,10,15,-18.6041666666667,0
"1242",2003,10,15,-9.26666666666667,0
"1243",2004,10,15,-3.36666666666667,0.254
"1244",2005,10,15,-14.8458333333333,0
"1245",2006,10,15,-3.91666666666667,0
"1246",2007,10,15,-9.9,0
"1247",2008,10,15,-19.2625,NA
"1248",2009,10,15,-2.662,3.95
"1249",2010,10,15,-12.0745833333333,0
"1250",2011,10,15,-4.03891666666667,0
"1251",2012,10,15,-12.2583333333333,NA
"1252",2013,10,15,-0.378166666666667,1.2
"1253",2014,10,15,-9.31383333333333,0
"1254",2015,10,15,-14.025,0
"1255",2016,10,15,-13.0591666666667,2
"1256",2017,10,15,-17.2904166666667,0.1
"1257",2018,10,15,-12.5523333333333,0
"1258",2019,10,15,-7.25870833333333,0
"1259",2020,10,15,-14.4625,2.5
"1260",2021,10,15,-15.93875,1.2
"1261",2022,10,15,-15.24375,0
"1262",1988,10,16,-15.725,NA
"1263",1989,10,16,-5.1,NA
"1264",1991,10,16,-18.8208333333333,0
"1265",1992,10,16,-13.4791666666667,NA
"1266",1993,10,16,-4.45,0
"1267",1994,10,16,-14.6791666666667,NA
"1268",1995,10,16,-21.8916666666667,NA
"1269",1996,10,16,-16.7458333333333,NA
"1270",1997,10,16,-22.8416666666667,0
"1271",1998,10,16,-12.4083333333333,0
"1272",1999,10,16,-27.9916666666667,0
"1273",2000,10,16,-14.7583333333333,0
"1274",2001,10,16,-19.4125,0
"1275",2002,10,16,-14.7708333333333,0
"1276",2003,10,16,-10.7375,0
"1277",2004,10,16,-2.8625,0
"1278",2005,10,16,-9.11666666666667,0
"1279",2006,10,16,1.25,0
"1280",2007,10,16,-10.525,0
"1281",2008,10,16,-11.9458333333333,NA
"1282",2009,10,16,-6.03170833333333,4.73
"1283",2010,10,16,-19.2854166666667,0
"1284",2011,10,16,-3.545,0.3
"1285",2012,10,16,-11.4408333333333,NA
"1286",2013,10,16,1.31358333333333,0.1
"1287",2014,10,16,-11.6341666666667,0.7
"1288",2015,10,16,-13.5320833333333,0
"1289",2016,10,16,-11.5295833333333,0.3
"1290",2017,10,16,-14.4883333333333,0.2
"1291",2018,10,16,-11.15375,2.5
"1292",2019,10,16,-9.71420833333333,0
"1293",2020,10,16,-11.0541666666667,0
"1294",2021,10,16,-13.4245833333333,0.5
"1295",2022,10,16,-6.06754166666667,0
"1296",1988,10,17,-19.7958333333333,NA
"1297",1989,10,17,-10.0833333333333,NA
"1298",1991,10,17,-18.6625,0
"1299",1992,10,17,-12.1416666666667,NA
"1300",1993,10,17,-4.60416666666667,0
"1301",1994,10,17,-14.8625,NA
"1302",1995,10,17,-19.6541666666667,NA
"1303",1996,10,17,-18.7208333333333,NA
"1304",1997,10,17,-20.7166666666667,0
"1305",1998,10,17,-11.0333333333333,0
"1306",1999,10,17,-22.49125,0
"1307",2000,10,17,-16.8916666666667,0
"1308",2001,10,17,-20.75,0
"1309",2002,10,17,-12.7958333333333,0
"1310",2003,10,17,-10.0166666666667,0
"1311",2004,10,17,-6.37083333333333,0
"1312",2005,10,17,-4.69583333333333,0
"1313",2006,10,17,-3.19583333333333,0
"1314",2007,10,17,-13.3125,0
"1315",2008,10,17,-16.1625,NA
"1316",2009,10,17,-12.0954166666667,0
"1317",2010,10,17,-21.6008333333333,0
"1318",2011,10,17,-6.01233333333333,0
"1319",2012,10,17,-8.0815,NA
"1320",2013,10,17,4.668375,0
"1321",2014,10,17,-18.8445833333333,0
"1322",2015,10,17,-17.4125,0
"1323",2016,10,17,-20.825,0
"1324",2017,10,17,-10.09,5.2
"1325",2018,10,17,-3.83266666666667,0.9
"1326",2019,10,17,-7.532875,0.3
"1327",2020,10,17,-4.4125,0
"1328",2021,10,17,-14.095,0.5
"1329",2022,10,17,-9.17483333333333,0
"1330",1988,10,18,-23.4208333333333,NA
